date,hour,price,load_da,load_real,day_of_week
20110106,11,63.88,19650.0,6589.0,4
20110106,12,58.58,19513.0,6589.0,4
20110106,13,61.63,19398.0,6576.0,4
20110106,14,57.45,19268.0,6573.0,4
20110106,15,58.87,19300.0,6585.0,4
20110106,16,67.47,19954.0,6716.0,4
20110106,17,100.28,21623.0,6981.0,4
20110106,18,83.48,21867.0,6939.0,4
20110106,19,73.18,21491.0,6783.0,4
20110106,20,68.44,20916.0,6592.0,4
20110106,21,62.48,19888.0,6347.0,4
20110106,22,55.26,18414.0,6020.0,4
20110106,23,47.08,16817.0,5571.0,4
20110107,0,45.53,16012.0,5205.0,5
20110107,1,41.53,15268.0,4925.0,5
20110107,2,40.54,14865.0,4754.0,5
20110107,3,37.76,14668.0,4657.0,5
20110107,4,38.28,14799.0,4644.0,5
20110107,5,43.66,15648.0,4847.0,5
20110107,6,55.16,17401.0,5354.0,5
20110107,7,65.74,18862.0,5912.0,5
20110107,8,63.41,19365.0,6247.0,5
20110107,9,66.16,19763.0,6510.0,5
20110107,10,67.9,20015.0,6652.0,5
20110107,11,68.52,20003.0,6704.0,5
20110107,12,66.05,19867.0,6692.0,5
20110107,13,65.31,19725.0,6665.0,5
20110107,14,63.9,19548.0,6651.0,5
20110107,15,61.63,19529.0,6655.0,5
20110107,16,68.26,20064.0,6763.0,5
20110107,17,75.45,21577.0,7006.0,5
20110107,18,72.02,21683.0,6933.0,5
20110107,19,70.93,21169.0,6744.0,5
20110107,20,62.23,20629.0,6544.0,5
20110107,21,53.62,19808.0,6324.0,5
20110107,22,48.42,18595.0,6060.0,5
20110107,23,46.12,17095.0,5662.0,5
20110108,0,49.22,16269.0,5335.0,6
20110108,1,42.69,15568.0,5099.0,6
20110108,2,40.33,15160.0,4939.0,6
20110108,3,39.81,14912.0,4840.0,6
20110108,4,39.38,14783.0,4759.0,6
20110108,5,40.31,14835.0,4699.0,6
20110108,6,45.96,15561.0,4827.0,6
20110108,7,49.38,16593.0,5117.0,6
20110108,8,47.13,17335.0,5385.0,6
20110108,9,65.63,17998.0,5676.0,6
20110108,10,63.15,18365.0,5870.0,6
20110108,11,59.4,18392.0,5951.0,6
20110108,12,57.63,18227.0,5950.0,6
20110108,13,52.38,18008.0,5917.0,6
20110108,14,49.78,17818.0,5888.0,6
20110108,15,49.77,17841.0,5879.0,6
20110108,16,63.0,18493.0,5990.0,6
20110108,17,89.04,20291.0,6349.0,6
20110108,18,84.0,20763.0,6470.0,6
20110108,19,79.28,20495.0,6428.0,6
20110108,20,74.24,20140.0,6336.0,6
20110108,21,63.73,19531.0,6220.0,6
20110108,22,52.65,18569.0,6050.0,6
20110108,23,49.85,17338.0,5762.0,6
20110109,0,55.39,16208.0,5394.0,7
20110109,1,48.37,15502.0,5129.0,7
20110109,2,44.9,15055.0,4943.0,7
20110109,3,42.47,14784.0,4830.0,7
20110109,4,42.13,14610.0,4742.0,7
20110109,5,42.59,14499.0,4641.0,7
20110109,6,48.74,14973.0,4693.0,7
20110109,7,48.76,15815.0,4911.0,7
20110109,8,48.45,16453.0,5125.0,7
20110109,9,52.87,17144.0,5404.0,7
20110109,10,53.32,17647.0,5619.0,7
20110109,11,54.53,17871.0,5735.0,7
20110109,12,53.07,17882.0,5782.0,7
20110109,13,49.43,17800.0,5789.0,7
20110109,14,48.26,17722.0,5796.0,7
20110109,15,49.81,17861.0,5821.0,7
20110109,16,57.71,18604.0,5959.0,7
20110109,17,81.79,20360.0,6343.0,7
20110109,18,79.82,20880.0,6482.0,7
20110109,19,78.74,20772.0,6493.0,7
20110109,20,71.26,20450.0,6451.0,7
20110109,21,62.37,19727.0,6331.0,7
20110109,22,51.7,18629.0,6101.0,7
20110109,23,51.69,17344.0,5758.0,7
20110110,0,51.33,16386.0,5406.0,1
20110110,1,45.21,15600.0,5099.0,1
20110110,2,42.73,15167.0,4907.0,1
20110110,3,42.01,15011.0,4819.0,1
20110110,4,43.27,15228.0,4835.0,1
20110110,5,48.99,16118.0,5040.0,1
20110110,6,60.0,17964.0,5578.0,1
20110110,7,68.86,19530.0,6182.0,1
20110110,8,70.91,20033.0,6550.0,1
20110110,9,76.3,20466.0,6822.0,1
20110110,10,75.42,20753.0,6958.0,1
20110110,11,72.19,20803.0,7007.0,1
20110110,12,69.65,20756.0,7022.0,1
20110110,13,69.61,20675.0,7011.0,1
20110110,14,66.08,20539.0,7007.0,1
20110110,15,68.51,20582.0,7028.0,1
20110110,16,78.48,21154.0,7140.0,1
20110110,17,91.91,22729.0,7399.0,1
20110110,18,88.14,23007.0,7345.0,1
20110110,19,85.41,22580.0,7174.0,1
20110110,20,85.55,21908.0,6964.0,1
20110110,21,63.0,20785.0,6670.0,1
20110110,22,54.33,19310.0,6285.0,1
20110110,23,52.84,17739.0,5798.0,1
20110111,0,50.95,16670.0,5402.0,2
20110111,1,44.6,15883.0,5090.0,2
20110111,2,42.76,15453.0,4901.0,2
20110111,3,42.68,15292.0,4815.0,2
20110111,4,42.47,15497.0,4835.0,2
20110111,5,47.66,16405.0,5066.0,2
20110111,6,62.5,18209.0,5593.0,2
20110111,7,69.58,19707.0,6164.0,2
20110111,8,63.0,20168.0,6524.0,2
20110111,9,75.29,20533.0,6781.0,2
20110111,10,74.16,20742.0,6911.0,2
20110111,11,70.08,20746.0,6966.0,2
20110111,12,68.88,20651.0,6977.0,2
20110111,13,65.32,20549.0,6964.0,2
20110111,14,63.32,20399.0,6946.0,2
20110111,15,65.52,20434.0,6970.0,2
20110111,16,76.22,20987.0,7076.0,2
20110111,17,88.31,22440.0,7302.0,2
20110111,18,81.73,22611.0,7221.0,2
20110111,19,76.76,22137.0,7025.0,2
20110111,20,73.17,21465.0,6803.0,2
20110111,21,69.19,20371.0,6510.0,2
20110111,22,56.59,18938.0,6139.0,2
20110111,23,51.96,17420.0,5673.0,2
20110112,0,53.56,16287.0,5259.0,3
20110112,1,48.75,15555.0,4978.0,3
20110112,2,43.36,15143.0,4808.0,3
20110112,3,42.72,14989.0,4732.0,3
20110112,4,44.65,15184.0,4755.0,3
20110112,5,48.94,16063.0,4986.0,3
20110112,6,70.48,17814.0,5519.0,3
20110112,7,73.82,19315.0,6087.0,3
20110112,8,85.8,19865.0,6456.0,3
20110112,9,90.35,20302.0,6714.0,3
20110112,10,95.27,20577.0,6842.0,3
20110112,11,92.16,20681.0,6913.0,3
20110112,12,99.99,20654.0,6939.0,3
20110112,13,88.82,20620.0,6944.0,3
20110112,14,88.48,20525.0,6938.0,3
20110112,15,87.19,20573.0,6958.0,3
20110112,16,100.7,21076.0,7063.0,3
20110112,17,110.65,22512.0,7308.0,3
20110112,18,104.22,22690.0,7234.0,3
20110112,19,98.24,22209.0,7042.0,3
20110112,20,90.96,21558.0,6830.0,3
20110112,21,76.58,20529.0,6562.0,3
20110112,22,57.05,19159.0,6207.0,3
20110112,23,61.75,17696.0,5757.0,3
20110113,0,58.17,16489.0,5338.0,4
20110113,1,51.96,15775.0,5063.0,4
20110113,2,49.45,15376.0,4900.0,4
20110113,3,47.67,15244.0,4826.0,4
20110113,4,47.9,15439.0,4848.0,4
20110113,5,56.72,16346.0,5085.0,4
20110113,6,77.38,18121.0,5608.0,4
20110113,7,96.15,19625.0,6179.0,4
20110113,8,89.87,20159.0,6547.0,4
20110113,9,97.05,20546.0,6806.0,4
20110113,10,107.54,20771.0,6931.0,4
20110113,11,108.01,20829.0,6995.0,4
20110113,12,104.81,20738.0,7009.0,4
20110113,13,97.71,20681.0,7008.0,4
20110113,14,88.75,20556.0,6993.0,4
20110113,15,95.0,20580.0,7010.0,4
20110113,16,115.38,21070.0,7112.0,4
20110113,17,129.26,22510.0,7345.0,4
20110113,18,123.83,22796.0,7292.0,4
20110113,19,117.52,22347.0,7105.0,4
20110113,20,113.0,21708.0,6892.0,4
20110113,21,94.32,20675.0,6623.0,4
20110113,22,75.89,19323.0,6281.0,4
20110113,23,70.71,17850.0,5839.0,4
20110114,0,76.04,16725.0,5416.0,5
20110114,1,64.73,15990.0,5140.0,5
20110114,2,58.74,15596.0,4973.0,5
20110114,3,56.56,15456.0,4898.0,5
20110114,4,56.48,15644.0,4913.0,5
20110114,5,67.0,16537.0,5148.0,5
20110114,6,96.56,18351.0,5665.0,5
20110114,7,108.85,19906.0,6240.0,5
20110114,8,110.96,20406.0,6612.0,5
20110114,9,126.91,20750.0,6878.0,5
20110114,10,135.15,20922.0,7012.0,5
20110114,11,133.06,20898.0,7068.0,5
20110114,12,132.49,20722.0,7061.0,5
20110114,13,125.0,20585.0,7037.0,5
20110114,14,110.11,20366.0,6995.0,5
20110114,15,108.28,20251.0,6972.0,5
20110114,16,133.24,20609.0,7031.0,5
20110114,17,144.59,22009.0,7253.0,5
20110114,18,137.37,22250.0,7191.0,5
20110114,19,130.0,21729.0,6988.0,5
20110114,20,121.54,21123.0,6762.0,5
20110114,21,112.54,20288.0,6516.0,5
20110114,22,98.56,19140.0,6233.0,5
20110114,23,80.21,17742.0,5846.0,5
20110115,0,62.63,16741.0,5487.0,6
20110115,1,57.2,16095.0,5253.0,6
20110115,2,57.72,15715.0,5093.0,6
20110115,3,54.27,15490.0,5007.0,6
20110115,4,54.32,15370.0,4943.0,6
20110115,5,54.44,15407.0,4909.0,6
20110115,6,59.78,16043.0,5016.0,6
20110115,7,62.0,17080.0,5277.0,6
20110115,8,67.46,17871.0,5565.0,6
20110115,9,77.81,18572.0,5863.0,6
20110115,10,87.84,18978.0,6079.0,6
20110115,11,93.72,19094.0,6188.0,6
20110115,12,84.61,18941.0,6199.0,6
20110115,13,64.58,18735.0,6171.0,6
20110115,14,62.0,18533.0,6124.0,6
20110115,15,62.0,18454.0,6091.0,6
20110115,16,87.0,18940.0,6157.0,6
20110115,17,114.0,20422.0,6468.0,6
20110115,18,118.0,20777.0,6551.0,6
20110115,19,116.0,20363.0,6468.0,6
20110115,20,93.35,19846.0,6329.0,6
20110115,21,87.44,19197.0,6190.0,6
20110115,22,62.0,18317.0,6013.0,6
20110115,23,62.0,17221.0,5748.0,6
20110116,0,56.53,16119.0,5331.0,7
20110116,1,47.56,15587.0,5115.0,7
20110116,2,47.77,15244.0,4959.0,7
20110116,3,43.97,15050.0,4875.0,7
20110116,4,44.34,14910.0,4811.0,7
20110116,5,42.71,14746.0,4723.0,7
20110116,6,45.68,14981.0,4710.0,7
20110116,7,44.53,15681.0,4851.0,7
20110116,8,47.23,16408.0,5065.0,7
20110116,9,54.39,17129.0,5328.0,7
20110116,10,55.06,17632.0,5539.0,7
20110116,11,54.58,17935.0,5678.0,7
20110116,12,54.44,17951.0,5724.0,7
20110116,13,50.51,17874.0,5731.0,7
20110116,14,50.0,17821.0,5733.0,7
20110116,15,50.76,17880.0,5752.0,7
20110116,16,59.54,18420.0,5861.0,7
20110116,17,90.46,19929.0,6201.0,7
20110116,18,84.54,20429.0,6321.0,7
20110116,19,73.69,20275.0,6319.0,7
20110116,20,71.0,19947.0,6268.0,7
20110116,21,62.0,19369.0,6176.0,7
20110116,22,51.67,18510.0,5999.0,7
20110116,23,54.93,17528.0,5739.0,7
20110117,0,58.6,16618.0,5369.0,1
20110117,1,49.88,16093.0,5138.0,1
20110117,2,53.47,15781.0,4973.0,1
20110117,3,51.88,15659.0,4893.0,1
20110117,4,52.0,15806.0,4879.0,1
20110117,5,53.86,16454.0,5003.0,1
20110117,6,71.55,17507.0,5288.0,1
20110117,7,73.72,18511.0,5606.0,1
20110117,8,67.76,19366.0,5943.0,1
20110117,9,75.64,20173.0,6255.0,1
20110117,10,81.31,20631.0,6470.0,1
20110117,11,83.54,20818.0,6589.0,1
20110117,12,74.68,20719.0,6617.0,1
20110117,13,68.85,20534.0,6602.0,1
20110117,14,62.3,20342.0,6579.0,1
20110117,15,60.67,20264.0,6603.0,1
20110117,16,76.65,20731.0,6719.0,1
20110117,17,93.65,22259.0,7007.0,1
20110117,18,92.87,22598.0,7005.0,1
20110117,19,80.63,22163.0,6873.0,1
20110117,20,75.51,21495.0,6682.0,1
20110117,21,62.0,20505.0,6458.0,1
20110117,22,54.64,19152.0,6151.0,1
20110117,23,58.16,17725.0,5734.0,1
20110118,0,56.69,16484.0,5260.0,2
20110118,1,49.14,15622.0,4917.0,2
20110118,2,46.93,15158.0,4713.0,2
20110118,3,46.23,14969.0,4622.0,2
20110118,4,41.43,15184.0,4648.0,2
20110118,5,57.02,16093.0,4904.0,2
20110118,6,65.17,17764.0,5425.0,2
20110118,7,80.47,19185.0,5985.0,2
20110118,8,78.74,19678.0,6350.0,2
20110118,9,85.68,20061.0,6600.0,2
20110118,10,89.72,20329.0,6750.0,2
20110118,11,86.64,20402.0,6809.0,2
20110118,12,80.26,20325.0,6812.0,2
20110118,13,79.99,20221.0,6796.0,2
20110118,14,77.97,20084.0,6769.0,2
20110118,15,78.16,20086.0,6792.0,2
20110118,16,83.13,20496.0,6888.0,2
20110118,17,94.4,21764.0,7129.0,2
20110118,18,90.47,21895.0,7049.0,2
20110118,19,84.93,21344.0,6852.0,2
20110118,20,73.99,20629.0,6613.0,2
20110118,21,62.0,19580.0,6326.0,2
20110118,22,50.85,18170.0,5939.0,2
20110118,23,49.17,16730.0,5471.0,2
20110119,0,47.35,15721.0,5073.0,3
20110119,1,43.82,15027.0,4812.0,3
20110119,2,41.09,14652.0,4651.0,3
20110119,3,40.82,14481.0,4573.0,3
20110119,4,40.85,14629.0,4587.0,3
20110119,5,43.25,15487.0,4823.0,3
20110119,6,63.99,17137.0,5330.0,3
20110119,7,66.05,18560.0,5879.0,3
20110119,8,65.31,19075.0,6233.0,3
20110119,9,68.07,19449.0,6470.0,3
20110119,10,73.58,19742.0,6613.0,3
20110119,11,71.57,19854.0,6673.0,3
20110119,12,67.7,19814.0,6682.0,3
20110119,13,65.28,19756.0,6672.0,3
20110119,14,62.91,19652.0,6656.0,3
20110119,15,65.93,19657.0,6675.0,3
20110119,16,70.81,20054.0,6773.0,3
20110119,17,91.92,21371.0,7014.0,3
20110119,18,87.0,21632.0,6954.0,3
20110119,19,80.41,21160.0,6772.0,3
20110119,20,68.59,20563.0,6560.0,3
20110119,21,56.73,19659.0,6309.0,3
20110119,22,51.31,18354.0,5961.0,3
20110119,23,51.62,17018.0,5545.0,3
20110120,0,57.51,16064.0,5179.0,4
20110120,1,50.25,15367.0,4906.0,4
20110120,2,46.94,15004.0,4741.0,4
20110120,3,46.94,14872.0,4665.0,4
20110120,4,47.8,15058.0,4688.0,4
20110120,5,52.22,15983.0,4937.0,4
20110120,6,71.76,17704.0,5444.0,4
20110120,7,85.0,19167.0,5994.0,4
20110120,8,80.17,19670.0,6358.0,4
20110120,9,81.89,20046.0,6608.0,4
20110120,10,80.57,20301.0,6766.0,4
20110120,11,76.93,20362.0,6834.0,4
20110120,12,74.71,20303.0,6851.0,4
20110120,13,71.29,20233.0,6846.0,4
20110120,14,69.54,20122.0,6837.0,4
20110120,15,72.1,20138.0,6864.0,4
20110120,16,78.42,20537.0,6963.0,4
20110120,17,112.17,21906.0,7187.0,4
20110120,18,105.9,22253.0,7131.0,4
20110120,19,90.45,21778.0,6934.0,4
20110120,20,89.93,21127.0,6708.0,4
20110120,21,73.53,20147.0,6450.0,4
20110120,22,62.58,18776.0,6104.0,4
20110120,23,60.0,17406.0,5695.0,4
20110121,0,64.26,16273.0,5234.0,5
20110121,1,56.94,15553.0,4977.0,5
20110121,2,49.2,15170.0,4814.0,5
20110121,3,49.34,14999.0,4731.0,5
20110121,4,53.1,15137.0,4742.0,5
20110121,5,58.38,15986.0,4971.0,5
20110121,6,83.27,17672.0,5463.0,5
20110121,7,104.94,19182.0,6016.0,5
20110121,8,101.39,19786.0,6388.0,5
20110121,9,106.09,20208.0,6645.0,5
20110121,10,105.64,20480.0,6808.0,5
20110121,11,104.15,20521.0,6863.0,5
20110121,12,95.68,20440.0,6865.0,5
20110121,13,82.81,20310.0,6835.0,5
20110121,14,78.53,20117.0,6801.0,5
20110121,15,79.72,20032.0,6794.0,5
20110121,16,97.93,20291.0,6858.0,5
20110121,17,128.69,21565.0,7071.0,5
20110121,18,124.88,21861.0,7021.0,5
20110121,19,106.93,21329.0,6825.0,5
20110121,20,99.0,20775.0,6612.0,5
20110121,21,84.0,20026.0,6383.0,5
20110121,22,77.94,18903.0,6110.0,5
20110121,23,72.32,17644.0,5757.0,5
20110122,0,98.82,16552.0,5366.0,6
20110122,1,83.1,15975.0,5166.0,6
20110122,2,73.77,15649.0,5027.0,6
20110122,3,72.64,15467.0,4951.0,6
20110122,4,73.98,15346.0,4893.0,6
20110122,5,84.35,15409.0,4857.0,6
20110122,6,94.7,16081.0,4969.0,6
20110122,7,108.24,17180.0,5266.0,6
20110122,8,124.86,18064.0,5578.0,6
20110122,9,138.52,18792.0,5879.0,6
20110122,10,153.28,19214.0,6107.0,6
20110122,11,139.76,19294.0,6195.0,6
20110122,12,133.64,19143.0,6194.0,6
20110122,13,121.15,18917.0,6157.0,6
20110122,14,116.0,18688.0,6105.0,6
20110122,15,118.0,18621.0,6075.0,6
20110122,16,132.5,19029.0,6143.0,6
20110122,17,179.53,20500.0,6445.0,6
20110122,18,187.0,21114.0,6576.0,6
20110122,19,154.85,20773.0,6506.0,6
20110122,20,145.43,20366.0,6391.0,6
20110122,21,134.0,19780.0,6256.0,6
20110122,22,121.52,18902.0,6079.0,6
20110122,23,126.47,17869.0,5827.0,6
20110123,0,127.26,16870.0,5495.0,7
20110123,1,116.21,16348.0,5294.0,7
20110123,2,109.31,16022.0,5143.0,7
20110123,3,106.88,15839.0,5060.0,7
20110123,4,110.73,15689.0,4993.0,7
20110123,5,118.11,15540.0,4892.0,7
20110123,6,110.43,15928.0,4910.0,7
20110123,7,109.02,16786.0,5122.0,7
20110123,8,129.12,17504.0,5366.0,7
20110123,9,143.19,18145.0,5631.0,7
20110123,10,147.14,18578.0,5850.0,7
20110123,11,153.89,18766.0,5956.0,7
20110123,12,150.32,18719.0,5984.0,7
20110123,13,147.11,18587.0,5982.0,7
20110123,14,140.68,18461.0,5969.0,7
20110123,15,145.45,18503.0,5972.0,7
20110123,16,164.21,18984.0,6064.0,7
20110123,17,205.34,20488.0,6386.0,7
20110123,18,199.49,21228.0,6545.0,7
20110123,19,176.85,21132.0,6546.0,7
20110123,20,189.14,20852.0,6500.0,7
20110123,21,171.48,20256.0,6385.0,7
20110123,22,151.57,19325.0,6184.0,7
20110123,23,150.62,18310.0,5907.0,7
20110124,0,137.88,17409.0,5557.0,1
20110124,1,134.21,16989.0,5320.0,1
20110124,2,130.24,16767.0,5172.0,1
20110124,3,129.24,16713.0,5119.0,1
20110124,4,130.17,16979.0,5163.0,1
20110124,5,140.25,17949.0,5386.0,1
20110124,6,170.87,19691.0,5870.0,1
20110124,7,186.34,21166.0,6420.0,1
20110124,8,188.25,21768.0,6814.0,1
20110124,9,196.5,22148.0,7090.0,1
20110124,10,190.13,22370.0,7274.0,1
20110124,11,186.52,22363.0,7331.0,1
20110124,12,183.0,22227.0,7338.0,1
20110124,13,183.0,22098.0,7334.0,1
20110124,14,169.99,21901.0,7316.0,1
20110124,15,181.87,21864.0,7326.0,1
20110124,16,191.99,22231.0,7409.0,1
20110124,17,257.0,23554.0,7588.0,1
20110124,18,245.82,24151.0,7587.0,1
20110124,19,216.61,23718.0,7415.0,1
20110124,20,195.32,23006.0,7195.0,1
20110124,21,172.78,21878.0,6894.0,1
20110124,22,156.08,20388.0,6507.0,1
20110124,23,153.0,18878.0,6033.0,1
20110125,0,112.99,17591.0,5579.0,2
20110125,1,100.4,16627.0,5190.0,2
20110125,2,96.02,16101.0,4955.0,2
20110125,3,98.53,15896.0,4854.0,2
20110125,4,99.11,16114.0,4882.0,2
20110125,5,110.0,17005.0,5124.0,2
20110125,6,146.33,18686.0,5644.0,2
20110125,7,168.64,20104.0,6219.0,2
20110125,8,167.25,20635.0,6602.0,2
20110125,9,169.42,20962.0,6861.0,2
20110125,10,159.99,21175.0,7020.0,2
20110125,11,146.0,21143.0,7059.0,2
20110125,12,139.72,20999.0,7048.0,2
20110125,13,125.71,20874.0,7034.0,2
20110125,14,124.64,20702.0,7014.0,2
20110125,15,134.85,20651.0,7014.0,2
20110125,16,148.25,20957.0,7082.0,2
20110125,17,181.03,22142.0,7286.0,2
20110125,18,180.52,22598.0,7273.0,2
20110125,19,168.02,22198.0,7101.0,2
20110125,20,151.34,21548.0,6876.0,2
20110125,21,139.0,20505.0,6568.0,2
20110125,22,98.63,19100.0,6166.0,2
20110125,23,100.63,17634.0,5675.0,2
20110126,0,49.39,16526.0,5287.0,3
20110126,1,45.93,15775.0,4991.0,3
20110126,2,44.38,15368.0,4814.0,3
20110126,3,49.19,15205.0,4736.0,3
20110126,4,50.64,15405.0,4759.0,3
20110126,5,48.47,16296.0,4992.0,3
20110126,6,74.75,17994.0,5501.0,3
20110126,7,88.63,19417.0,6062.0,3
20110126,8,79.96,19957.0,6445.0,3
20110126,9,79.03,20321.0,6709.0,3
20110126,10,79.62,20581.0,6882.0,3
20110126,11,77.61,20602.0,6942.0,3
20110126,12,75.29,20532.0,6963.0,3
20110126,13,72.36,20455.0,6965.0,3
20110126,14,68.58,20340.0,6966.0,3
20110126,15,71.54,20291.0,6969.0,3
20110126,16,77.25,20611.0,7040.0,3
20110126,17,107.83,21742.0,7214.0,3
20110126,18,95.2,22194.0,7187.0,3
20110126,19,84.04,21764.0,7004.0,3
20110126,20,76.68,21091.0,6781.0,3
20110126,21,72.55,20063.0,6502.0,3
20110126,22,66.01,18666.0,6131.0,3
20110126,23,59.44,17197.0,5672.0,3
20110127,0,51.09,16150.0,5246.0,4
20110127,1,45.35,15396.0,4932.0,4
20110127,2,44.52,14987.0,4748.0,4
20110127,3,44.84,14818.0,4663.0,4
20110127,4,44.9,14987.0,4680.0,4
20110127,5,50.76,15848.0,4906.0,4
20110127,6,58.2,17528.0,5406.0,4
20110127,7,74.28,18974.0,5961.0,4
20110127,8,70.34,19551.0,6347.0,4
20110127,9,74.62,19961.0,6614.0,4
